update,frames,FPS,duration,true_return_mean,true_return_std,true_return_min,true_return_max,agent_return_mean,agent_return_std,agent_return_min,agent_return_max,agent_sparse_return_mean,agent_sparse_return_std,agent_sparse_return_min,agent_sparse_return_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm
644,10304000,842.8051385836357,2805,0.8899297423887588,0.3129773090826813,0.0,1.0,1.6001756608974738,0.4945058202225987,-0.004459157586097717,1.9366997480392456,0.8899297423887588,0.3129773090826813,0.0,1.0,37.53864168618267,17.026780972518882,1.0,100.0,0.4075654372572899,0.8431499600410461,0.010956698562949896,0.021842326503247023,0.36496477016668893
645,10320000,858.29731827747,2824,0.871264367816092,0.3349071053144701,0.0,1.0,1.5599846214741127,0.5533137500309782,-0.007883980870246887,1.8959128856658936,0.871264367816092,0.3349071053144701,0.0,1.0,36.795402298850576,16.109024443345927,1.0,100.0,0.39969340711832047,0.8421795517206192,0.010777929099276662,0.022881270851939917,0.2752180023680034
646,10336000,851.7752567347517,2843,0.8681318681318682,0.33834734765583857,0.0,1.0,1.553929303733857,0.5511292406883562,-0.005219265818595886,1.961397647857666,0.865934065934066,0.34072314184534447,0.0,1.0,35.16263736263736,14.813415721973465,1.0,100.0,0.392247773706913,0.8530894070863724,0.0013599740923382342,0.02249547326937318,0.2753256074129984
647,10352000,816.042536976801,2862,0.8782608695652174,0.3269842726428377,0.0,1.0,1.5691548566131488,0.5366067895678388,-0.0011584311723709106,1.9014344215393066,0.8782608695652174,0.3269842726428377,0.0,1.0,34.88913043478261,14.645176209263518,1.0,100.0,0.37633850425481796,0.8696104288101196,0.007692424929700792,0.021904123947024345,0.3486818698526015
648,10368000,847.4988900620126,2881,0.8848758465011287,0.3191717136276955,0.0,1.0,1.5856172335470773,0.5154170144338239,0.0,1.9204742908477783,0.8848758465011287,0.3191717136276955,0.0,1.0,35.84875846501129,16.064406684203302,1.0,100.0,0.381942443549633,0.8589818328619003,0.02016493957489729,0.021957382559776306,0.35160122963493984
649,10384000,850.2832177770306,2900,0.8873873873873874,0.31611866773914865,0.0,1.0,1.5961065026553902,0.49312672663597384,0.0,1.8732510805130005,0.8873873873873874,0.31611866773914865,0.0,1.0,36.112612612612615,15.923265414560658,1.0,100.0,0.39171962440013885,0.8573448210954666,0.010595633881166577,0.023950220085680485,0.34025325030409764
650,10400000,810.2988786872332,2920,0.8903803131991052,0.3124151261808054,0.0,1.0,1.596902491228959,0.5056470390858636,-0.02852565050125122,1.928836703300476,0.8903803131991052,0.3124151261808054,0.0,1.0,35.42058165548099,15.573088892324929,1.0,100.0,0.384632907807827,0.8609398007392883,0.002873610093956813,0.022526910062879324,0.29062596620366027
651,10416000,853.0586821768097,2939,0.896774193548387,0.3042535773561702,0.0,1.0,1.6036151743063363,0.49592014460624134,-0.003237888216972351,1.9082632064819336,0.896774193548387,0.3042535773561702,0.0,1.0,35.008602150537634,14.031758570601593,1.0,100.0,0.3625246733427048,0.8836991488933563,-0.00159707925922703,0.01873951032757759,0.30678300458491
652,10432000,820.7868780093505,2958,0.8930957683741648,0.3089914511541136,0.0,1.0,1.5970062224198556,0.5073025766638473,-0.008785471320152283,1.8902713060379028,0.8930957683741648,0.3089914511541136,0.0,1.0,35.496659242761694,14.43488142510827,1.0,100.0,0.3687954843044281,0.8672601282596588,0.003675198386190459,0.021052465308457613,0.337414590098179
653,10448000,814.6504872957288,2978,0.8688888888888889,0.337521832855774,0.0,1.0,1.5584566986229684,0.5522823420058132,-0.000575527548789978,1.9324142932891846,0.8666666666666667,0.339934634239519,0.0,1.0,35.437777777777775,15.747222526018696,1.0,100.0,0.38326945900917053,0.857637032866478,0.012233732966706157,0.023087563924491405,0.3661231613375769
654,10464000,825.0972597860668,2997,0.8589743589743589,0.348047998987134,0.0,1.0,1.5421407941060188,0.5694667346332943,-0.0014403164386749268,1.9007759094238281,0.8589743589743589,0.348047998987134,0.0,1.0,34.22863247863248,15.260455034941621,1.0,100.0,0.37068329751491547,0.8685999810695648,0.01251527201384306,0.024634333327412605,0.25030742878065204
655,10480000,816.2447992552354,3017,0.8878923766816144,0.3154988179253428,0.0,1.0,1.5921537499924947,0.5111919966103943,0.0,1.893301248550415,0.8878923766816144,0.3154988179253428,0.0,1.0,35.899103139013455,15.771807426846859,1.0,100.0,0.38142474740743637,0.8601898550987244,0.005934428772889078,0.021470703650265932,0.26835295856893043
656,10496000,802.8011403390489,3037,0.8741721854304636,0.3316552059748057,0.0,1.0,1.5677014989963431,0.5339758505928007,0.0,1.8837335109710693,0.8741721854304636,0.3316552059748057,0.0,1.0,35.15673289183223,15.593049901159295,1.0,100.0,0.3707410991191864,0.8697741478681564,0.011067281244322658,0.02235646964982152,0.31586383821272324
657,10512000,793.5363073778676,3057,0.8835164835164835,0.3208038448509476,0.0,1.0,1.5854901393036267,0.5211538735300636,-0.00335828959941864,1.8988934755325317,0.8835164835164835,0.3208038448509476,0.0,1.0,35.362637362637365,14.952170251910607,1.0,100.0,0.38626404851675034,0.8659005463123322,0.007526372326537967,0.022563032805919647,0.3164943736811451
658,10528000,830.5049752495798,3076,0.8636363636363636,0.3431742925123068,0.0,1.0,1.5542509459700935,0.5587420583784483,-0.002484619617462158,1.9207494258880615,0.8636363636363636,0.3431742925123068,0.0,1.0,34.72943722943723,15.074503262165498,1.0,100.0,0.3758850172162056,0.8659453690052032,0.013859949307516217,0.02540706330910325,0.3464875744480263
659,10544000,835.926010065711,3095,0.8662131519274376,0.3404231592523803,0.0,1.0,1.5609267593241063,0.5373268839233516,0.0,1.867558479309082,0.8662131519274376,0.3404231592523803,0.0,1.0,36.3718820861678,16.769817622117028,1.0,100.0,0.3806150257587433,0.8465233594179153,0.013816558988764882,0.02292035100981593,0.27489050280288513
660,10560000,840.6399514091611,3114,0.8657718120805369,0.34089731809933677,0.0,1.0,1.5563603326244908,0.552032250334823,0.0,1.9078919887542725,0.8657718120805369,0.34089731809933677,0.0,1.0,35.458612975391496,15.308679553264206,1.0,100.0,0.38195500522851944,0.8504679650068283,0.006660106475465,0.02329800045117736,0.29085358760719554
